"schwach","weak","","adjective, adverb","","AQA_German_GCSE_Vocab_List::20_Opinions"
"schwer","difficult, heavy","","adjective, adverb","","AQA_German_GCSE_Vocab_List::20_Opinions"
"schwierig","difficult","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"der Spaß","fun","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"spitze","first class, great","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"toll","great","","adj","","AQA_German_GCSE_Vocab_List::20_Opinions"
"typisch","typical","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"wichtig","important","","","","AQA_German_GCSE_Vocab_List::20_Opinions"
"witzig","funny, witty, comical, facetious","","adj","","AQA_German_GCSE_Vocab_List::20_Opinions"
"wunderbar","wonderful","","adj","","AQA_German_GCSE_Vocab_List::20_Opinions"
"unmöglich","impossible","","adjective, adverb","","AQA_German_GCSE_Vocab_List::20_Opinions"
"die Anzeige","announcement, advertisement, notice","die Anzeigen","n","f","AQA_German_GCSE_Vocab_List::21_Media"
"die Auswahl","choice","","noun","f","AQA_German_GCSE_Vocab_List::21_Media"
"der Bericht","report","die Berichte","n","m","AQA_German_GCSE_Vocab_List::21_Media"
"der Bildschirm","monitor","","","","AQA_German_GCSE_Vocab_List::21_Media"
"der Camcorder","camcorder","","","","AQA_German_GCSE_Vocab_List::21_Media"
"der Fernsehkanal","TV channel","","","","AQA_German_GCSE_Vocab_List::21_Media"
"das Kabelfernsehen","cable television","","","","AQA_German_GCSE_Vocab_List::21_Media"
"die Presse","press","","noun","","AQA_German_GCSE_Vocab_List::21_Media"
"das Radio","radio","die Radios","n","n","AQA_German_GCSE_Vocab_List::21_Media"
"die Schlagzeilen","headlines","","","","AQA_German_GCSE_Vocab_List::21_Media"
"die Sendung","transmission, broadcast; consignment","","","","AQA_German_GCSE_Vocab_List::21_Media"
"die Tageszeitung","Daily newspaper","","","","AQA_German_GCSE_Vocab_List::21_Media"
"die Wochenzeitung","Weekly paper","","","","AQA_German_GCSE_Vocab_List::21_Media"
"die Zeitschrift","magazine","die Zeitschriften","n","f","AQA_German_GCSE_Vocab_List::21_Media"
"arbeiten","to work","","verb","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"ausgeben für","to spend on","to spend (on)","","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"bekommen","to receive","bekam, hat bekommen","v","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"der Euro","euro","","","Male","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"das Geld","money","die Gelder","noun","n","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"das Geschäft","business","die Geschäfte","noun","neuter","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"das Handy","cell phone","die Handys","noun","neuter","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"kaufen","to buy","kaufte; hat gekauft","verb","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"kriegen","to get","","v","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"der Laden","shop","die Läden","n","m","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"der MP3-Spieler","MP3 player","MP3 player","","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"das Pfund","pound (= sterling/ weight)","","","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"pleite","broke (having no money)","","adj; adv","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"pro","per","","prep","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"reichen","to suffice","","v","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"der Schmuck","jewellery","","","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"ein Schnäppchen machen","to pick up a bargain","","","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"auf etw sparen","to save up for sth","","","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"das Taschengeld","pocket money","","","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"verdienen","to earn","","v","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"Zeitungen austragen","to deliver papers","","","","AQA_German_GCSE_Vocab_List::22_Pocket_Money"
"die Abteilung","department","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"anbieten","to offer","bot an; hat angeboten","verb","","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Angebot","offer, supply","","noun","","AQA_German_GCSE_Vocab_List::23_Shopping"
"anprobieren","try on","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Apotheke","pharmacy","die Apotheken","noun","feminine","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Armbanduhr","wristwatch","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"der Aufzug","lift, elevator","","noun","","AQA_German_GCSE_Vocab_List::23_Shopping"
"ausgeben","to spend (money)","gab aus; hat ausgegeben","v","","AQA_German_GCSE_Vocab_List::23_Shopping"
"ausverkauft","sold out","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Auswahl","choice","","noun","f","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Bäckerei","bakery","die Bäckereien","n","f","AQA_German_GCSE_Vocab_List::23_Shopping"
"der Becher","beaker, tumbler, cup","","noun","","AQA_German_GCSE_Vocab_List::23_Shopping"
"billig","cheap","","adj","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Brieftasche","wallet","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Buchhandlung","bookstore","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Buch","book","die Bücher","noun","n","AQA_German_GCSE_Vocab_List::23_Shopping"
"die CD","the CD","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Drogerie","toiletries and sundries store","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Einkaufszentrum","shopping centre","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Erdgeschoss","first floor","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Flasche","bottle","die Flaschen","n","f","AQA_German_GCSE_Vocab_List::23_Shopping"
"geöffnet","open (pp)","","past participle","","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Geschäft","business","die Geschäfte","noun","neuter","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Geschenk","gift","die Geschenke","n","n","AQA_German_GCSE_Vocab_List::23_Shopping"
"geschlossen","closed","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"gratis","gratis, costless","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Größe","size","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Kamera","camera","die Kameras","n","f","AQA_German_GCSE_Vocab_List::23_Shopping"
"kaufen","to buy","kaufte; hat gekauft","verb","","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Kaufhaus","the department store","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Alter","age","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Konditorei","cake shop, confectioner's","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"der Korb","basket","die Körbe","n","m","AQA_German_GCSE_Vocab_List::23_Shopping"
"kostenlos","free of charge","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Kreditkarte","credit card","die Kreditkarten","n","f","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Metzgerei","butcher shop","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Mode","fashion","die Moden","n","f","AQA_German_GCSE_Vocab_List::23_Shopping"
"offen","open, openly","","adj","","AQA_German_GCSE_Vocab_List::23_Shopping"
"öffnen","to open","öffnete; hat geöffnet","verb","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Packung","package","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Parfüm","Perfume","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Portemonnaie","purse","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Pralinen","filled chocolates","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Puppe","the doll","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"der Rabatt","discount, rebate","","noun","","AQA_German_GCSE_Vocab_List::23_Shopping"
"reduziert","reduced","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"der Regenschirm","umbrella","die Regenschirme","n","m","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Schachtel","cardboard box","","noun","","AQA_German_GCSE_Vocab_List::23_Shopping"
"der Schmuck","jewellery","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Schreibwaren","the writing materials (pl.)","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Sonderangebot","special offer","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Sonnenbrille","sunglasses","die Sonnenbrillen","n","f","AQA_German_GCSE_Vocab_List::23_Shopping"
"der Stock","floor (of building), stick","die Stöcke","n","m","AQA_German_GCSE_Vocab_List::23_Shopping"
"der Teddybär","the Teddy Bear","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"teuer","expensive","","adj; adv","","AQA_German_GCSE_Vocab_List::23_Shopping"
"die Tüte","bag","die Tüten","n","f","AQA_German_GCSE_Vocab_List::23_Shopping"
"umtauschen","to exchange","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"das Untergeschoss","basement","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"wasserfest","waterproof","","","","AQA_German_GCSE_Vocab_List::23_Shopping"
"der Anorak","winter coat","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"der Anzug","the suit","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"der Badeanzug","the swimming suit","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Badehose","swimming trunks","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Baumwolle","cotton","cotton","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Bluse","blouse","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Farbe","color","die Farben","n","f","AQA_German_GCSE_Vocab_List::24_Clothes"
"gestreift","striped","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Größe","size","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Handschuhe","gloves","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"das Hemd","shirt","die Hemden","noun","neutral","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Hose","trousers","die Hosen","noun","f","AQA_German_GCSE_Vocab_List::24_Clothes"
"der Hut","hat","die Hüte","n","m","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Jacke","jacket","die Jacken","noun","f","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Jeans","pair of jeans","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"kariert","checked","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"das Kleid","dress","die Kleider","noun","neuter","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Kleider","the clothes","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Krawatte","tie","","noun","","AQA_German_GCSE_Vocab_List::24_Clothes"
"aus Leder","made of leather","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"der Mantel","coat","die Mäntel","n","m","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Mütze","wooly hat, cap","die Mützen","n","f","AQA_German_GCSE_Vocab_List::24_Clothes"
"aus Plastik","from plastic","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"der Pullover","sweater","","n","","AQA_German_GCSE_Vocab_List::24_Clothes"
"der Regenmantel","raincoat","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"der Rock","skirt","die Röcke","noun","m","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Sandalen","sandals","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"der Schlafanzug","pyjamas","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"der Mantel","the coat","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Schuhe","shoes","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Seide","silk","","silk","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Shorts","shorts (clothing)","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Socken","socks","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Strumpfhose","the (pair of) tights","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"das T-Shirt","t-shirt","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"aus Wolle","from wool","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"die Wolljacke","wool jacket","","","","AQA_German_GCSE_Vocab_List::24_Clothes"
"anonym","anonymous","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"brennen","to burn","","verb","","AQA_German_GCSE_Vocab_List::25_Technology"
"chatten","to chat","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"drucken","to print","","v","","AQA_German_GCSE_Vocab_List::25_Technology"
"die E-Mail","the e-mail","","noun","","AQA_German_GCSE_Vocab_List::25_Technology"
"herunterladen","to download","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"hochladen","upload","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"die Internetseite","internet site","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"der Klingelton","ringtone","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"lehrreich","educational","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"mailen","to send (via e-mail)","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"mobben","to bully","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"recherchieren","to investigate, research","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"das Satellitenfernsehen","Satellite TV","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"schicken","to send","","verb","","AQA_German_GCSE_Vocab_List::25_Technology"
"simsen","to send text messages","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"die SMS","text message","","noun","","AQA_German_GCSE_Vocab_List::25_Technology"
"das soziale Netzwerk","social networking site","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"speichern","to save (for future use)","speicherte; hat gespeichert","v","","AQA_German_GCSE_Vocab_List::25_Technology"
"die Technologie","technology","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"die Webseite","website","","","","AQA_German_GCSE_Vocab_List::25_Technology"
"die Apotheke","pharmacy","die Apotheken","noun","feminine","AQA_German_GCSE_Vocab_List::26_Shops"
"die Bäckerei","bakery","die Bäckereien","n","f","AQA_German_GCSE_Vocab_List::26_Shops"
"die Bank","bank","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"der Blumenladen","florist","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"die Buchhandlung","bookstore","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"die Drogerie","toiletries and sundries store","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"die Eisdiele","ice cream      parlour","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"das Elektrogeschäft","electrical store","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"das Fischgeschäft","fishmonger's","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"die Fleischerei","butchers shop","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"der Friseursalon","hairdresser's","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"das Geschäft","business","die Geschäfte","noun","neuter","AQA_German_GCSE_Vocab_List::26_Shops"
"das Juweliergeschäft","jewellers","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"das Kaufhaus","the department store","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"das Kleidungsgeschäft","clothes shop","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"die Konditorei","cake shop, confectioner's","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"der Laden","shop","die Läden","n","m","AQA_German_GCSE_Vocab_List::26_Shops"
"das Lebensmittelgeschäft","grocery store","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"der Markt","market","die Märkte","noun","masculine","AQA_German_GCSE_Vocab_List::26_Shops"
"die Metzgerei","butcher shop","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"der Obst- und Gemüseladen","greengrocer","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"die Parfümerie","perfume shop","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"das Schreibwarengeschäft","stationery shop","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"die Sparkasse","savings bank","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"der Supermarkt","supermarket","die Supermärkte","noun","masculine","AQA_German_GCSE_Vocab_List::26_Shops"
"das Tabakwarengeschäft","tobacconist","","","","AQA_German_GCSE_Vocab_List::26_Shops"
"der Zeitungskiosk","newspaper kiosk","kiosk","","","AQA_German_GCSE_Vocab_List::26_Shops"
"am Abend","In the/of an evening","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"ab und zu","now and then, from time to time","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"bald","soon","[bald̥] [balt]","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"danach","afterwards","","adv","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"dann","then","","adverb","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"endlich","finally","","adv","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"erst","first","","adverb","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"erstens","firstly","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"gestern","yesterday","","adverb","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"gewöhnlich","usual, usually","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"heute","today","","adv","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"heute Abend","tonight/this     evening","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"immer","always","","adv","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"jeden Tag","every day","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"manchmal","sometimes","","adv","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"morgen","tomorrow","","adverb","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"morgen Abend","tomorrow evening","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"morgen früh","tomorrow   morning","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"morgens","in the morning","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"der Nachmittag","afternoon","die Nachmittage","noun","m","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"die Nacht","night","die Nächte","noun","feminine","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"nie","never","","adv","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"nochmal","again","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"noch einmal","once again","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"noch nicht","not yet","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"normalerweise","normally","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"nur","only","","adverb","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"oft","often","","adverb","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"spät","late","","adj;  adv","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"später","later","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"täglich","daily","","adj; adv","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"übermorgen","day after tomorrow","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"üblich","usual, normal","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"vorgestern","day before yesterday","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"während","during, while","","prep; conj","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"wieder","again","","adv","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"am Montag","on Monday","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"Montags","on Mondays, every Monday","","","","AQA_German_GCSE_Vocab_List::27_Time_Phrases"
"Afrika","Africa","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Amerika","America","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"das Ausland","abroad","-","n","n","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"ins Ausland fahren","to go abroad","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Australien","Australia","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Belgien","Belgium","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Deutschland","Germany","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"England","England","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Europa","Europe","","noun","neuter, feminine","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Frankreich","France","","noun","neuter","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Griechenland","Greece","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Großbritannien","Great Britain","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Holland","Holland","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Irland","Ireland","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Italien","Italy","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Österreich","Austria","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Portugal","Portugal","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Schottland","Scotland","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"die Schweiz","Switzerland","","n","f","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Spanien","Spain","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"die Türkei","Turkey","","noun","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"die USA","USA","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"die Vereinigten Staaten","United States","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Wales","Wales","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"die Alpen","the Alps","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"der Kanal","the Channel","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Köln","Cologne","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"die Küste","coast","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"die Landschaft","countryside, landscape","die Landschaften","noun","f","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"das Meer","sea","die Meere","n","n","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"das Mittelmeer","the Mediterranean","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"München","Munich","","noun","neuter","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"die Nordsee","North Sea","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"die Ostsee","Baltic Sea","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"der Rhein","the Rhine","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"der See","lake","die Seen","noun","masculine","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"die See","sea","die Seen","noun","f","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"der Strand","beach","die Strände","noun","masculine","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"Wien","Vienna","","","","AQA_German_GCSE_Vocab_List::28_Countries_and_Continents"
"die Alpen","the Alps","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"die Ansichtskarte","(picture) postcard","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"der Aufenthalt","stay, wait (noun)","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"der Ausflug","outing","die Ausflüge","n","m","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"baden","to bathe","","v","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"das Bargeld","cash","","n","f","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"Bedienung!","Waiter!","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"berühmt","famous","","adj","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"besichtigen","to visit, to inspect","","verb","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"bestimmt","definitely","","adjective, adverb","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"bleiben","to stay","blieb, ist geblieben","verb","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"bestellen","to order","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"bezahlen","to pay","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"die Bootsfahrt","boat trip","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"die Broschüre","brochure","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"dauern","to last","","verb","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"entscheiden","to decide","entschied, entschieden","v","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"das Erlebnis","experience","","noun","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"fahren","to drive","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"die Ferien","holidays","-","n","pl","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"fliegen","to fly","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"der Fremder","foreigner/ stranger","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"führen","to lead/guide","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"die Galerie","gallery","die Galerien","n","f","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"herumreisen","to travel around","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"die Insel","island","die Inseln","noun","feminine","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"kulturell","cultural","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"das Personal","staff","no plural","noun","neuter","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"reißen","to tear","riss, gerissen","verb","none","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"die Rundfahrt","tour","die Rundfahrten","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"sehenswert","worth seeing","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"die Sehenswürdigkeiten","attractions","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"die Sitzung","session, meeting","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"der Stadtbummel","stroll through town","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"die Stadtrundfahrt","city tour","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"der Stadtteil","part of town","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"surfen","to surf","","","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"der Tourismus","tourism","-","n","m","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"der Tourist","tourist","die Touristen","noun","masculine","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"überall","everywhere","","adv","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"unabhängig","independent","","adj","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"der Urlaub","vacation","die Urlaube","n","m","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"verbessern","to improve","","v","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
"verbringen","to spend (time)","verbrachte; hat verbracht","v","","AQA_German_GCSE_Vocab_List::29_Holidays:_General"
